prompt,prompt_len,target
It's teddy chucking time,8,1
@vulcansmuse @lorirusso still waiting to have a beer with Moldovan. At least he's happy I came.,28,1
"@lunaliu  You are such a positive thinker, I am for sure keeping you around!",21,1
@sandsP Thanks for the FollowFriday suggestion!,12,1
lost some $ at work....nt happy right now    --SLOANSTER--,17,0
"Just booked my tickets for London on thursday, i'm so exicted",16,1
@revfry his fam would disown us if we weren't there!   Both of us really wanted to come to the bbq  but got our weekends mixed up -,36,0
"i'm out of books to read, movies to watch n stuff to buy...i'm bored!",23,0
i got stung. by a bee.,9,0
"@pattyxxcore I don't know, ask Carolyn. Also, we won't have the boxes empty by the time you get off.",32,0
Happy #starwarsday,6,1
"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol",35,1
hahaha yeah i see that. but he can't twitter me back,15,1
Was quite amusing watching Pangaea sing &quot;F*** Killah Priest!&quot; I guess he won't be featuring on their album,31,1
cant believe i stay out this late!.....waking up for work in T-minus 4hours,22,0
My car broke down.   Time to start looking at getting another.  If its not one thing its another.,24,0
"@butterflydi i'll be back on it later today, got plenty of gold, but willing to help you out, if you need anything at all",32,1
back in Durango. Chaperoning a party. interesting. catching up on my internet surfing and drinking a woodchuck. ha.,27,1
.. good morning peoplee  looks like it's going to be a nice day today! better than last week it was raining =(.,29,1
100 Followers  Bom Dia!!,9,1
"Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they've already sent me 5 renewal letters for next year!",33,0
had an awesome day at the zoo yes2dy!!!!! now gettin ready 4 church  yay!!!,21,1
morning sunshine,3,1
is such a good big cousin as shes taking her little cousin to see hannah montana the movie next weekend,22,1
@Dhanraj1974 good luck with you finals!!!,15,1
mayb he was raped when he was younger,10,0
AHHHH! Cant find anything because I have way too much open,14,0
@xXJess017Xx thats great babe!! congrats!!,14,0
@cindyandcindy u never told me abt ur date ... who is the lucky guy im so out of the loop,26,0
"Happiness comes from within...so the fact that it is a gray, rainy, Monday doesn't bother me. Well, not too much.",30,0
@dorkchops WOOHOOO very cool see I knew u would get to see her,21,0
Bored to tears without my boys! They are at their dad's for a week,18,0
For @Claire_inLaPush because she misses Quil so...  Far Away ~Nickleback ? http://blip.fm/~5z639,34,0
@adriandanganan CLAY AIKEN? GET ME AN AUTOGRAPH!,16,0
vmware fusion seems getting slower and slower,8,0
back to Roseburg...and an empty apartment,10,0
"just got back from the BBQ, i got sunburn on my legs, well sore",17,0
I sometimes feel like the only person in the world without an iphone,14,0
Fritz Roderick Von Hughes is sad to be in the kennel all day  http://apps.facebook.com/dogbook/profile/view/6882699,37,0
im gonna fail this test miserably in history,9,0
healthy food is NOT helping my hangover,8,0
@chasingsunshine I am reassassing this boundry right now..  I really didn't mean to upset you. You know i adore you really.,34,0
OMG JLO AND MARC ANTHONY WERE AT MY OLD SCHOOL GRADUATION  BRB UPSET,19,0
http://twitpic.com/4ja12 - we were bored,17,0
auntie diane wins quote of the day &quot;and hes the incredible hulk&quot;,22,0
"Happy Star Wars Day, may the 4th be with you  my lil' 12yr old bro is at home playing with a lego AT-AT and dozens of stormtroopers.",41,1
"@Sweet_Libertine um, glad you enjoyed it...",13,1
@Mansur_Rahal Thing about living is that there are always undeveloped pictures in your future.,21,1
"@journo_at_work agree totally, think though if we can take a point off Everton and Liverpool beat Man City we are happy days",30,1
@brgd oh cool you are coming to berlin    ! ! !,15,1
"Kinda pissed really wanted to go see Drag me to Hell with Christina and Garrit, but I have to work till 2am  I'm go... http://znl.me/OSWGH",43,0
@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.,39,0
"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning",28,1
@CaptainFlashman  Oh no - Poor you!!,12,0
Okay so I'm dedicating my 300th tweet to the fact that I'm going to the Apple store because there is a HUGE crack on the glass screen!,38,0
"GoodMorning. My Father's going balistic, and I'd say more but I'd rather not get beat, so Have a Good Day, and please text me",37,1
first night sleeping in my new home,8,1
"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning",28,1
Liking the Windows 7 Release Candidate so far... (also liking my new video card and terabyte harddisk  ),26,1
toy story 3! june 2010. i can't wait that long.,21,1
@MrAhrenSean lol! ok ok it is a little absurd... lol but my mini and open toe heels won't make it in this weather,32,1
@iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,25,0
@imreallydope your phone isn't working!,12,0
@SaylaMarz Looks like we're on the exact same track  Nothing worse than not being able to fix things for someone you love.,31,0
"@skingirl69 yeah, i'm so excited.",15,1
Yes!! i has 100 minutes of Sims 2 plus Seasons  ) fun fun expansions,21,1
@LILthomasWAYNE You realllllllllly just said that didn't you?,19,0
Enjoyed x-men w/ @dwestbrook  now it's time to rest up for this drive home...happy mother's day twit-moms!!!,35,1
just got home from the City Lights show  yeahhh!,13,1
"http://twitpic.com/4jfa8 - my new baby cousin, Olivia. 8 pounds, 19 inches. perfectly adorable.",33,1
"@tommcfly Tom , today my school played POV at the break , and I almost cryed !  your show in sao paulo is today ! I wish i could be there!",38,0
Is anyone else having a bad Friday? Is not a fun day today.,16,0
Is getting more and more excited about thorpe park tomorrow,12,1
having a great time in kc  http://twitpic.com/4w3fi,20,1
soo fucking stressed out...I think I could possibly lose it,13,0
@AllanGoesDMB I listen to it alot at work.  Damn good show!,19,1
NGH episode 28 is out! check it out!,14,0
"Just to drive @tweetie crazy, I miss the big blue selected tweet highlight. I can't tell which tweet is selected anymore",28,0
My car broke down.   Time to start looking at getting another.  If its not one thing its another.,24,0
@ninjabetic Oh no!!    Hope they get you in soon and can make you feel all better.  Hugs from the other coast!!,29,0
@Oblivion I know! I miss her...,11,0
"is going to be in Cincinnati all day Sunday...visitin' with an old friend/brother from Korea, then a date with someone special",29,1
I'm at the cubs game and it is so cold. I think its going to rain.,21,1
@RealJessicaAlba Is it true there won't be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?,32,0
"Morning twitties! Heading to college, just back from the docs, god I'm hungry  streching my ears again today! 10mm ;) payday I love you!",38,1
"@kellieann1 haha hi mum! wow yes, very modern of you. now you just need to get a facebook account! p.s. talk to me by writing @mattcaplin",41,1
@Chriscornell why isnt everyone with you?,11,0
is playing restaurant city.,6,0
@ceramicheart my heart sings,8,1
@yaseminx3 haha xD LMFAOO ;p yasemin ist sehr sï¿½ï¿½  we rawk or what? xD,32,1
I just eat a reallyyy good ice cream!,11,1
rather excited about my hospital placement starting on monday. I get to give needles and take blood,19,1
@vivanews_com All breaking news will be tweeted here I hope  welcome to twitter!,21,1
"shopping with @curlysue69x tonight, cant wait!  Lucky bastard @jayrunway has already finished work  im stuck here forever!",32,1
@Yorksville ...Yawn is it that time already!,14,0
@Izzy_Cullen oh really!!! i've already put all the pics up!! sorry!!   http://twitpic.com/61oj0,34,0
My mom and my little sister're gonna be back home soooooooooooooooooooooooooooooooon,18,0
@KimmiMcFly i think it starts at  7.30 with that david archuleta  i might just throw glitter all over myself aha xx,33,1
ARG! Eirtaku got hit by stupid bots. So much porn on a kid friendly site.,21,0
@sarahconquilla Many many thanks!!!  (it's about school!) Weeeee!!!,20,1
Basil will be the highlight of my day. I've just had an old man lecture me on the greatness of the Telegraph. What an idiot,30,0
"Out for a walk in the cornish countryside, on the great British bank hol   http://bit.ly/AILUn  http://yfrog.com/6rwwtj",38,1
wants to wish all the moms a Happy Mother's Day.  Hope you're all treated like Queens!,24,0
Feel so depressed that I couldn't save it... Thanks for nothing!,16,1
i really want to ring @mitchelmusso but it costs 2 much  dam you credit crunch,22,0
Went to friend's house to watch some good old season 1 episodes of Supernatural &lt;3 Damn I love this show soo fucking much,30,1
Friday night... And I'm not doing anything!!  But I might go have some tacos at the lunch truck in Pasadena .... Just maybe.,30,0
So I slept 12 hrs! My body is aching,13,0
the poetry event was a success. I don't think I ever really thought that my poetry could connect with others. heartache is universal,28,0
@cassieebee Why I aint on ur #FF list? im hurt,17,0
"feel like a junkie  i live in chronic pain disorder with fentanyl an morphin, that is not nice... it really sucks",27,0
http://twitpic.com/4qfl3 - haha^^ I love it,19,1
@howardlindzon Obama support still at 821 - he's up 13% - needs to hedge his FAS position  heard he bought some stocktwits sweatbands,40,0
Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration,27,1
Went to mikey's cousin's wedding. His mom caught the bouquet.,18,1
"@ireallydohate I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",28,0
@FutureClassics Ben and Jerry...yummmmy!!!,13,1
i cant afford it  go to school here ? !!,12,0
it's monday. yayy.. need to get my demi lovato tickets before they sell out!,22,1
"@BD_illustrated Me Too! Its hard to argue w/ him 'cause he makes some great points, i just can't wrap my heart around that one",34,1
Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how shit my work is,34,0
@isuhin O dear. so you're going to be fucking that kiddoe and I'm going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!&lt;3,43,1
I know I have lots of emails to answer! I will be home tomorrow,16,0
"@gronumbulator yeah, just realized what the whole notification thing was. Thought it was them notifying me, not me spamming my followers.",30,0
@akarra if you weren't &quot;picky&quot; (=precise) i might not find you as interesting to talk to,30,1
i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,27,0
@MariusLT I'm sorry about your bad driving experiences.,14,0
"trying to decide what to do tonight. Study Chem or write the night away. The night's still young, perhaps I'll do both",30,0
"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more",31,1
totally just got hit on by one of her bar guests! Ha ha...Yay me!,19,1
"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!",24,1
Went to a Muslim marriage for the first time in my life. Came back with my stomach full of tasty briyani. Really like it very much.,31,1
@AshleyTaylor_x3 you are too sweet girl!! My food was soooo good,18,1
@deiu you guys are moving to LA?! Why so far? But we shall make a castle before you leave!,25,1
Is on her way home  aloha and good night everyone!,14,1
@GGEastLDN im cool  cant wait to hear these stories xoxo,17,1
"@DonniesGirl69  Yes,... I blame you all",14,0
Back in the office for a hectic week - but the weekend was awesome,15,1
@nice_argie Yes I am,9,1
"cries. AJ radio is gone  Guess I won't be DJing anymore.. until I get this fully fixed.. How are we btw? Heaps of homework, long weekend.",38,0
@Emmaloid you? hungover? never  I am not hungover &amp; I don't know how. I think it may be my new superpower. Is la Whalen at home? xxx,44,1
@JackAllTimeLow it was fun anyway..thanks for taking pics with us last minute,19,1
is thinking so much and i'm at work,11,0
@Oreosandcheese That's a great idea,12,1
@kedge0417 is work next door sucking again,14,0
@GlasgowGooner Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took @street out LOL,38,1
getting ready to see my cousins graduate.  gonna miss em.,14,1
Averaged $31 per hour at work today! Gotta love holidays,15,1
@inyourvan Well I guess the McCafe=tastes like shit cured ur craving? You get the McSkillet? Me Wants,29,0
is excited about Taylor Swift on wednesday!!!,9,1
@AdamTheStudent ISP all sorted i gather?! cheers for the bday wish too,18,1
@Warmnfuzzy Re-direct that energy into creating men's jewelry.    And frequent walks too.,23,1
"Radio:ACTIVE never gets old and never will  this is the 4th time i have listened to the cd (its on repeat) today, and still love it! =D",38,1
i'm done.haha. HOUSE MD marathon ulet,13,1
Justwatched the premier of Jon  Kate plus 8 andI just cant pull myself together.I cant imagine being alone with my 2 let alone 8.,34,0
@pen15lvr they frown on us googling alcohol at work,15,0
@jpadamson I certainly know the feeling. Wesley is sleeping and I want to go get something to eat but I only have $4.38 in my account,36,0
i really wanna play....,6,1
@ShanteRowlandd so how is the most wonderful mommy in the world doing?,19,1
@jackalltimelow I just got my JAGK shirt in the mail! Omg I love it!!!  see you saturday!!,29,1
Awe...man...i missed registration 4 #flashcamp,13,0
watching JONAS for nick's beautiful voice to put me to sleep,15,1
Managed to find a bottle of Pimm's! If only we had the weather to go with it,22,1
is very cold,4,0
"@HOTTVampChick Excellent, he will never know, lmao.",15,1
"still working on my mom's mothers day gift....shh, its a slideshow",18,1
"Do you click on the link after the post &quot;I can't believe how much sex I'm getting?&quot;....I mean, come on!",35,0
@dannnnnniiiie lol brandy and mr whiskers is on,14,1
"Back from Sweden! It was great, hot and sunshine. Now i am walking around looking red  Back to the writing again!",27,1
Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!,16,1
"@Lesley_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now, hurts",36,0
it makes me want to cry when 2 grown men discuss characters on All My Children.,19,0
@storrao Thank you  respects to our designer @luismvaz,16,1
@AmbDuckett should be me,8,0
I'm so stupid! It's Star Wars Day!!! May the 4th be with you!!!,23,0
"@corylamb i was going tonight, but you never wrote me back with the info  im sososo sad...",25,0
From ME and no one else! Muhahahaaaa! Well maybe Jesse,15,1
saw a dead bird on my way to work!what a kind of day to start?! Poor little bird!,23,0
"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat.",46,0
Goodnight Beautiful world  sweet dreams. olive juice!,11,1
Its beautiful outside. I wish i was in new york city. But this area is pretty cool. Hip and trendy.,25,0
Looking forward for orange juice and fried eggs and cinnamon rolls tomorrow morning!!,15,1
@mileycyrus Workin ur crazy sched. has to be tiring..its gotta  be hard being famous  but jus kno u have Bazillionz of fans supprtin u,39,0
"wow, there's still the void of whre thomas left  The heartache is never going to go away",23,0
@fedgrub  dull life was on the soundtrack of one of my favourite showss,19,1
...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him',32,0
@welsh_lottie Not one of my favourite pastimes  This weekend is a long weekend here so Monday I'm off to an Ice Show w/ the G/daughter ;),39,1
Oh... I miss the Piano.,8,0
&quot;I will stumble.. I will fall down... But I will not be moved  &quot;,23,1
"Laughing for no reason...maybe its because its 2:27 and I'm tired, haha. Maybe i should go to bed  Night!",32,1
"@jtimberlake Went to your resteraunt in NYC, it was aaaaaaaaaamazing",18,1
Iï¿½m JBobsessed  xD I miss them soooooo much!  They should have a live web cast on bookface ?  EVERY thursday xD,34,0
@LadyLogan I wish I could...but I'm @ work when she's on...,21,0
@nikkiwoods no problem! i think it's a great thing to reflect on.,20,1
"Law and Order! Yeah, I stay home on Sat nite!",14,1
"@HansenBanana Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now XD",34,1
@tarabellejeanne awhhh It was so nice to see you.,16,1
I'm havin the stupid stomach pain again &amp; again... Today is my outing with SPH frenz &amp; my stomach nvr fails to dissappoint me. Haiz,39,0
"I had a hard time loving people as Christ did, today people picking stuff up at my work were just dumb, and annoying",26,0
Had such a great weekend! Glad it's sunny out today,14,1
Bought it.  Now I have to wait 2-3 weeks.   Boo.,19,0
"@LeeHongRui hahaha.. it's ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then",34,1
@RaleighWood Raj wasn't on the list.  So Scoop or Bandit.,18,0
ive spent a lazy day today finding some interesting people to follow  its reinforced the saying... it takes all sorts of people ...,26,1
lees net op Twitter dat het #Happy Star Wars day is... &quot;May the 4th be with you&quot;... Sjeez wat slecht,34,1
"Hi Charlie, thank you for following me! Nice to know there's another Ollmann in the new world...",24,1
Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,29,1
they aren't selling jamba juice at my school today  they're going to sell it next week. on monday.,27,0
@mishacollins Yes it does. Please dont' go. If you die I will cry.. which normally leads to small animals getting harmed,30,0
@Holls77 haha I tried covering it with make up.. It doesn't work  lol so wearing a scarf is the way to go.,32,0
@Miss604  okay for your Mom and My Mom too!,16,0
@t0mf Not really stuck on F1.. but as the weather is here today I might just stay in and watch it.,28,0
@torresk hahaha I didn't even notice the name - LICE,17,0
"back from dr. appt. no real diagnosis (hmph), just prescribed antibiotics, and an inhaler to help w/ the extreme coughing.",31,0
"@joaocalistro mine was good, wet but good",13,1
This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break,30,1
@LLCOOLDAVE yeah they r. im going to their concert at the end of the month,21,1
@paulmwatson not gonna ask what a boom boom is!  morning.,18,0
"@filos @elliottucker thanks for the r/t, I was hoping I had some *classy* followers",26,1
@_Enigma__ OMG daon't tell me you have watched twilight enuff to know that !!,21,1
says God please i hope it doesn't brownout...i'm burning my files  http://plurk.com/p/wy5za,32,0
"is exhausted from a great weekend, and is looking forward to this week",15,1
Hi All!!  I have 2 daughters.. and my youngest turns 2 on Monday.. Where did the time go??  sniffle sniffle sob. sob.,35,0
@robertfreedland it IS a universal treat!!,11,0
I'm so depressed right now. IDK...,12,0
@FanboyGeekStu That's one of the reasons we thought &quot;Should we have a kid?&quot;  &quot;Nah - let's get a piano instead.&quot;    You poor buggers,47,0
"@angusmaclean yeah I've been there, my son is two so we go to only the kid friendly places now;) congrats on the baby!",33,1
wish i could go rink sorry kayleigh  xx,11,0
@clubflys no decleration yet but crazy ass Koreans aren't playing nice anymore  what do u thinks next? I'm thinking war,31,0
"@mitchelmusso I REALLY WANT TO TALK WITH YOU MITCH! but I live in Indonesia, I cant call you  at least, give me a shoutout please??",37,0
just finished baking some cinnamon rolls   soooo yummy!,12,1
@jocelynseip Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.,31,1
At the DMV uhhhg!,8,0
@Elliot79 I don't think I can bear such cuteness this early in the day! Kudos to Fair Empress,26,1
@Soonmethod @clofresh Thanks for the greeting,11,0
I want to wish HAPPY MOTHER'S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM'S DAY TO YOU TWO!,38,1
@WerewolfSeth i think my niece got me sickee  lame.,16,1
"@_elj Appreciated,uni email is helpful..",12,0
"@dolliesierra Awwh....well at least you are up top, where the magic happens!  Today will be a good day, no worries.",33,1
"@SEXONWHEELS  thats it, rub it in that ur seeing morrissey! il just go and cry in the corner  x",29,0
Law week is gonna go the fuck off  SO EXCITED,13,1
"@HansenBanana Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now XD",34,1
@kedge0417 is work next door sucking again,14,0
@parjoy sounds like the muffler bearings are going bad,12,1
I'm still at the mothers day lunch at my uncles house. Having a nice time!,20,1
@Pamluther I'd like to put your fruity article on my website if you'll permit,22,1
@goldenboyluke  be sure to go by my blog today    -  and check out your friends - I bet you have some new ones today!,32,1
out enjoying the weather before i have to go to work.. last shift with @jamieallover,20,1
@naidanai nai nai baby. haha i didn't know that you have twitter but oh well,22,1
"says 2 1/2 hours to go, uwian na. . .  [phplurk.com] http://plurk.com/p/sun82",38,1
"@shadowowns aww, &lt;3 why thank youu.",16,1
she is only 2 years and she's the funniest thing when she is dancing! she's sooo happyyyy!,26,1
@sunilsebastian I still have a lot of time on my stupid contract...  18 months before I can change providers,27,0
i lost mx way,5,0
@UncleRUSH Good morning to you. Hope you have a nice productive day,17,1
I missed the @retrorewind announcement   Something about being flow out for a concert? Can anyone fill me in?,24,0
@iFelixGonzalez really?!?! It looks like its going to rain here but its all just gray.... La is a bummer sumtimes,27,1
"@ShadoWingh I'm only allergic to some bunnies. Are you allergic to all fur? That sucks! Isn't that cosmic irony, a furry allergic to fur!",38,0
"Just came back from hanging out with some friends + cocktails. &lt;3 I'm not drunk, but feeling good.  Hope everyone's well?",34,1
live long and prosper,5,1
"throat is reallyyyyy sore , i can barely talk",11,0
Why does it matter who marries who as long as youre happy....i find it so wrong to say ok u two can marry but you cant,29,0
"@froggie775 I'll be one of your &quot;groovy guys&quot; any time, shortie short  #photofollows",32,1
"@gfalcone601 giii help me  i really wana find a gorgeous dress for prom, not long, mid length or short, anywhere in the uk. please help",38,0
@pinkbunny69 aww hope uve hada good day  xxxxx,16,1
@marcooth GREAT!! i obviously should check twitter more often to know all the important stuff thats going on,23,1
School -.- I'm arrange for the design of the blog to a friend! I think it's looks good  http://xoxoeternity.blogg.no/,36,1
@Clareies I'm 25 in december that's not good at all next big birthday is 30  after 21 it flys by for sure,37,0
@snow_whitex gratz on your tix. sux u will be poor tho  I am trying to get pj harvey tix too but debating my $$s too,38,0
I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like,29,0
I am back from the best party ever,9,1
"@balmeras Weekend was quiet, just planning new websites. Today, research and choosing hats. Coffee hat sounds good though. Kettle on",28,1
Goodnight everyone  Happy Mothers Day to all of the mothers out there,14,1
Up and washed  I'm clothing myself as I type xD WOOOO,16,1
i learnt something new today,6,1
"@stryperband - Love the comeback, I will stay tuned! You fellows should follow people on here though. You'll in turn get more followers",32,1
@jonathanrknight so great to hear from u again today! U r the best! Cannot wait to see u on the cruise!!! &lt;3 Cindy with the sign,37,1
"@Alleexx1995 umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party",39,1
@jessejane looks to be a great morning already!,13,1
currently playing... part of the list,8,1
i wish i could of been at commencement this yr  i wonder if they're really going to protest.,23,0
Moveout should be fun. Thank you VT students for working to make VT the best that it can possibly be,23,1
@Emmmaa___ haha was it good? i bet it was,14,1
@apizzle86: thanks!  and you being #80 just made my morning!,21,1
@GrafittiMySoul Hell if I know. @callunax I'm suffering,20,0
"Everyone going to the hometown show is excited they get to go on Thames Street. I'M GONNA SEE THE ORIGINAL THAMES RIVER, BITCH. ohhhh.",34,1
@chrisfullman I would never do such a thing!  The only thing more awesomerer is the 15 minute walk to work,31,1
happy mothers day to all the yummy mummies on twitter,12,1
"Ok, I'm going outside...wish i was playing basketball  oh well...",18,1
Please don't vote for her out of sympathy!  #BGT,16,0
@goatfox yes i have read them many times.,12,0
"@khanserai I know how you feel!On the bright side, you're moving to a place where it would be appreciated!  Onwards and upwads!",37,1
"I painted my nails metallic blue but Iï¿½m really sure about how it looks, itï¿½s a pretty weird color!! I think itï¿½s cool",35,1
"@shawn3k Whoo hoo Chuck! Although it is gloomy out, today is a much better day!",24,1
@twebbstack haha &amp; you can tell your kids how I was the one who hooked youz up  lmao,26,0
"@error505 - well i greatly appreciate your comment.  That means a lot to me.  I'm working on both of them...work in progress, you know.",39,1
inFamous on the PS3 = AWESOME. My eyes are so sore now though,17,1
"I just got a call from my chimp buddies, want to join the party. Loads to prepare now. Wow this is great. Cup of tea first i think. Erm",35,1
@Zindaret http://www.thinkgeek.com/books/nonfiction/b322/ &lt;-- Get me one of those and maybe next time,37,1
@Sharmi A pretty black top with flowers in pink hues,13,1
@suzyqbee He says he feels mama tucking him in at night  He's lonely but getting by. Tomorrow will be tough!,31,0
@flattycharn i know the IMUx1000 is not referring to me... (WHO IS IT AH?) but... i miss you,32,1
@LifeByChocolate alredy had my chocolate  it is impossible to resist ;),18,1
everyones just set to &quot;Away&quot; on msn.. nobody to talk to :\,22,0
guess im staying home tonight...no movie-ing for me,13,0
putting 3 new consultants to work this week. it's a good feeling!  congrats on your offers,23,1
"@howardlindzon You're such a kiss ass   Looking forward to central, mountain and pacific mother's day tweets.  Don't forget about PEI",35,0
@Cre8tiveSin sarcasm?  i need a PJ to fly to the hotspots and party and fly home for work the next day,28,0
Went to friend's house to watch some good old season 1 episodes of Supernatural &lt;3 Damn I love this show soo fucking much,30,1
just finished YSC runthrough for service! It's gonna be awesome!  - http://tweet.sg,24,1
Oops!  My mom accidentally signed into my twitter account to comment on my pictures!,18,0
"@WhitneyEVE i love the new hairdo! haha, and i live in NY too, so yeah it was REALLY hott!",29,1
@funkylovin  on your ani?  sorry,11,0
Clive it's my birthday pat me  http://apps.facebook.com/dogbook/profile/view/6386106,32,1
Off from work now!,6,0
Headache,3,0
"@XKirstyxo haha  I love Dnt Regret It Now with Tyga &lt;3 But just randomly, DeLeon sings on Tifanny Blews! Haha like one line.. XD",40,1
I wish I could see dramafest SO BAD.,11,0
"Waiting for an email that will probably never arrive. ED later, Consti study after then hopeless bumming.",23,0
@Humangummybear Doodle whats wrong?,10,0
"@o0hemmy lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",33,1
@brran1 that really sucks - I think I might cry if I skipped over anything important I don't have. Comps are getting to be disposable,33,0
"so bored at work, its ridiculous, and my Saturday is going to suck with class in the morning",21,0
(L) ice grande half-sweet French vanilla soy milk from Starbucks means summaa's coming !!!,22,1
Hitting the (fairly empty) shops in Orlando! Off to downtown Disney later  http://tinyurl.com/cdsuws,28,1
@Jae878 aha thanks Jae,9,1
super excited,3,1
@skinnymarie and guess what ! ive got 20 % ! wow its impossible,18,1
@xsub1 Was at Ruby Skye last night as well! Superb set by Steve. The last hour was loaded with Thrillseekers material old and new,32,1
@VIVIatTheDisco Good luck on your first day !!!!,14,1
ready for a day full of His presence  i'm expecting the best!,17,1
"@justlikethem I would lime them. Or lemon?  And deal, sounds fabulous to me!  Text me up when you're back",32,1
@kenma321 of course!  i love 24 hr donut shops! he he -yours truly -,26,0
@lyssaloveless I wish they replied to us. July will be utterly amazing!,19,0
"Good morning!! It's 12:00, I think it's time for breakfast!!",23,1
"i just saw a baby dove fall from a tree, break its neck and die  i tried to save it and couldnt. what a cruel world",30,0
@TracyeDukes Good Morning and thanks for the Retweet,14,1
"@Gemma_Rigby Well my neck hurts from moving out  you massage me, i massage u?! lol!",24,1
"wow my grandma passed away....I'm too sick to even think, I know she's in a better place now",26,0
is excited to see Samantha&amp;Denise again  http://plurk.com/p/rr5id,24,1
"Home. Should be in the bed, but I'm just super duper excited about tomorrow.",21,1
@DarkPiano I have my iTunes playing and one of ur songs just came on,17,0
"@VSchlesinger Hey, look who's on twitter   Very kewl",18,0
i'm so hungry,6,0
Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,20,1
"@DonGeronimo dear michael sorce, you crack me up! sincerely, me",18,1
Someone bring me milk for my cookies!,9,1
i'm about to munch on some more high calorie things!  they keep my brain working,20,0
@MsTeagan Sadly cannot listen...  *sob*,13,0
Happy Mother's Day to all you tweeting mothers,11,0
"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet.",23,0
http://twitpic.com/66sls - @megelin and I just saw this monster dog in the park,28,0
@goodlaura  *waves to make it all OK again*,14,1
Good morning,3,1
Just checking in to say Good Monday Morning to all my #mamo friends....,17,1
- me and my mom's cars were broken into.  I feel violated.,18,0
"yay playing scattegories and being random with Joel, May &amp; Sherman",18,1
had a great session canvassing in the sun... but now is miserable cus i have no1 to go to the pub with,26,0
@joek949 I'm okay thanks. No job yet but I'll keep going until I get one! Are you actually following me yet BTW?,35,1
On my way home. I think i am over him,12,1
had my first day at work and im not excited about the lay out of the place and where everything is.. o well its a job,28,0
Xfiles disc doesn't work.. Rippin,11,0
@tommcfly Will we be seeing McFly in the Philippines soon?,16,0
@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work,20,0
My head hurts....  Can wait to see the new photoshoot!!!!!!!,14,0
"@masqueradetitan omg! is it mine? omg that's so gross, I'm so sorry! I TOTALLY forgot about it until JUST now!",34,0
"Had a great day, apart from the fact that I bought a USB HUB and as soon as I plugged it in, it broke!!!!    Damn you Tesco!!!!!!",33,0
just about to say goodbye to @karenbrady and @agneslikaite two of the best interns that Elevate have ever had,28,1
@glennbeck Missed your show tonight   Just HAD to go up to Lake Erie and enjoy the quiet!,23,0
@marismith - just took over the #1 Most Endorsed spot on twindexx.com - thanks to the endorsement by @danholmesiMIND,33,1
i miss my boo,5,0
@inkrediblenyc hey Lonnie! I'll be there next weekend  I can't wait.,25,1
OMG IM IN SUCH A BAD MOOD 2DAY   wats ppl doin2nite?,20,0
Last day for seniors bye bff,8,0
Why does twitter eat my DM's?  Not happy,13,0
@CARAciao haha :S i started yesterday my dad helped me so much!!!,17,1
"@pangwingyin OHMIGOD, I would have loved that. Alas, there was just lots of gun play. No dancing",27,0
