prompt,prompt_len,target
MOTT HAVEN DR BETANCES BLDG 12,14,0
FERRY TERMINAL POST OFFICE,7,0
VAN CORTLANDT WOMENS BATHHOUSE,10,0
PARK WEST MONTESSORI SCHOOL,7,1
NOSTRAND PLAYGROUND COMFORT STATION,8,0
59 BR RAMP QNBD THOM AV OV JCKSN,15,0
US POWERGEN ADMINISTRATION BLDG,8,0
HAMILTON,3,0
ENGINE 84 LADDER 34,11,1
GEORGE WASHINGTON HOUSES,5,1
RIDGEWOOD PRESBYTERIAN CHURCH,9,0
ST GEORGE STATION,4,0
PS 132 JUAN PABLO DUARTE,11,1
CICCARONE PARK COMFORT STATION,7,0
MT SINAI UNITED CHRISTIAN CHURCH,7,0
STUDIO 54,5,1
2 GRAND CENTRAL TOWER,5,1
HAITI MISSION TO UN,6,1
HANSON PLACE SEVENTH DAY ADVENTIST SCHOOL,9,0
HUGUENOT PARK LIBRARY,6,0
IAHD ST MARYS SCHOOL,7,0
FERRIS FAMILY BURIAL PLOT,8,0
PS 56 PLAYGROUND,7,0
ROCHDALE VILLAGE BUILDING 6,8,0
ST TERESAS CONVENT,7,0
NEW DAWN ELEMENTARY SCHOOL,7,0
LA QUINTA HOTEL 38 AVE,9,0
MT PISGAH BAPTIST CHURCH,9,0
TURTLE COVE GOLF CENTER,7,0
SOUTH MEADOW STAGE AND FIELD,7,0
KNOX-GATES PLAYGROUND,8,0
BLOOMINGDALE PARK,5,0
ST DOROTHYS ACADEMY,6,0
WEST  134 ST OVER TERRAIN,10,1
FIFTH CHURCH OF CHRIST SCIENTIST,8,1
SCHOOL SETTLEMENT ASSOCIATION COMMUNITY CENTER,7,0
RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY,13,0
ARMORY ON THE HUDSON,7,1
CARL SCHURZ PARK PETER PAN STATUE,10,1
NEW YORK FILM ACADEMY CAFE DOWNTOWN,8,1
HUGUENOT PONDS PARK,7,0
MARCY AV-GREENE AV SITE A HOUSES,12,0
MELROSE HOUSES BUILDING 4,8,0
MOSHOLU GOLF COURSE,6,0
CENTRAL PARK GREAT LAWN S,7,1
BAY RIDGE CHRIST CHURCH,5,0
LORGE SCHOOL,4,1
FAIRVIEW PARK,4,0
VAN CORTLANDT PARK INDIAN FIELD MEMORIAL,9,0
EPIPHANY LIBRARY,5,1
LAURELTON COMMUNITY GARDEN OF RESILIENCE,11,0
STRATFORD AVE PEDESTRIAN,8,0
RIVERBANK PARK BASEBALL FIELD,8,1
ST JOHNS EPISCOPAL CHURCH,9,0
FDNY EMS STATION 8,7,1
CON ED TUNNEL HEADHOUSE,7,0
WEBSTER LIBRARY,4,1
MOORE CATHOLIC HIGH SCHOOL,7,0
ICELAND CONSULATE,5,1
URUGUAY MISSION TO UN,7,1
EAGLE ACADEMY FOR YOUNG MEN,7,0
PS 56 LEWIS H LATIMER,9,0
COLLEGE OF STATEN ISLAND SOUTH ADMINISTRATION,8,0
THIRD STREET PRESCHOOL,5,1
PELHAM BAY GOLF COURSE,6,0
BAM HARVEY THEATER,6,0
GREEK MISSION TO UN,6,1
URUGUAY MISSION TO UN,7,1
SAMUEL CITY HOUSES BUILDING 12,10,1
CARLTON ARMS HOTEL,5,1
ABC NEWS 77 W 66,10,1
CARVER HOUSES BUILDING 4,8,1
MOTT PLAYGROUND,5,0
ALTERNATE LEARNING CENTER ROYAL 180 ACADEMY,11,0
ELMHURST HOSPITAL HOPE PAVILION,10,0
SOUTH BEACH WETLANDS,5,0
CENTRAL PARK NAUMBURG BANDSHELL,8,1
TRUMP VILLAGE 7,6,0
JENNINGS GALLERY AT KENKELEBA,9,1
HOOVER PLAYGROUND SITTING AREA,8,0
W 52 ST OV AMTRAK 30 ST BRANCH,15,1
AMERICAN LEGION POST 1367,10,0
PEQUENOS SOULS DAY CARE CENTER,9,1
GARMENT CENTER CONGREGATION,7,1
MARINE INSPECTION OFC,6,1
GOVERNORS ISLAND EXTENSION LIGHT,6,1
TOTTENVILLE STATION SUBSTATION,8,0
SMALL WORLD PRESCHOOL,5,0
RUXTON TOWERS,6,1
FORDHAM UNIVERSITY LAW SCHOOL,7,1
SUNSET SCHOOL OF CULTURAL LEARNING,7,0
TILDEN SENIOR CENTER,6,0
GOOD COMPANIONS SENIOR CENTER,6,1
FIT MARVIN FELDMAN CENTER,8,1
SENIOR CENTER ON THE SQUARE,6,1
AFGHANISTAN MISSION TO UN,8,1
WINFIELD MEMORIAL,4,0
VIETNAM CONSULATE & MISSION TO UN,10,1
BETH EL FLATBUSH CONGREGATION,9,0
GOVERNORS ISLAND FERRY RACK LOWER FOG LIGHTS (3),14,1
PS 44 THOMAS C BROWN,8,0
ST ANDREW AVELLINO CHURCH,7,0
RADIO CITY MUSIC HALL,5,1
PRL ST TO BKLYN OVER LND ADJ BR,13,1
PARK AVENUE SYNAGOGUE EARLY CHILDHOOD CENTER,10,1
USTA PRACTICE COURT P3,7,0
GARDEN OF LOVE,5,1
SEPTEMBER 11 MEMORIAL PLAZA,8,1
FDNY FLEET SERVICES,6,0
SHAAREI ZION OHEL BRACHA SCHOOL,13,0
BRONX ZOO - ADMIN EAST,8,0
CLEAN WATER OF NEW YORK,6,0
JEFFERSON HOUSES BUILDING 17,9,1
IGLESIA NI CRISTO,7,0
TOTTENVILLE POOL PLAYGROUND,8,0
NORTH PRESBYTERIAN CHURCH,7,1
BAIS YAAKOV DKHAL ADAS YEREIM SCHOOL 43 ST,18,0
TEMPLE SHAARAY TEFILA,9,1
MARINERS MARSH PARK,6,0
SUNKEN MEADOW FIELD 25,9,1
RED HOOK CHANNEL,4,0
QUEENS VILLAGE HOLLIS BELLEROSE VOLUNTEER AMBULANCE CORPS,17,0
WSUR BROWNSTONES HOUSES,8,1
SEWARD PARK LIBRARY,5,1
YEMEN ARAB REP MSN,6,1
KEHILATH JESHURUN CONGREGATION,10,1
ST NICHOLAS PLAYGROUND NORTH,7,1
PS 42 BENJAMIN ALTMAN,8,1
ENGINE 156,6,0
BOARD OF ELECTIONS,5,1
VLADECK HOUSES BUILDING 5,9,1
COLLEGE OF STATEN ISLAND - FOOTBALL FIELD,9,0
BASIC TRUST CHILD CARE CENTER,6,1
PS 91 ALBANY AVE SCHOOL,9,0
TBTA SALT DOME,6,1
FAIRVIEW PARK TENNIS COURTS,8,0
PS 39 PLAYGROUND,7,0
BEN VITALE ATHLETIC FIELDS,8,0
VANBRO CORPORATION,4,0
EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,11,0
LA FAMILIA UNIDA DAY CARE,8,1
GOODHUE POOL,5,0
ALL SAINTS RC CHURCH,6,1
ALBERT EINSTEIN COLLEGE OF MEDICINE JACK & PEARL RESNICK CAMPUS,16,0
WORLD TRADE CENTER W CONCOURSE,7,1
JEFFERSON HOUSES BUILDING 13,9,1
ST PAUL & ST ANDREW UNITED METHODIST CHURCH,10,1
BEEKMAN HOTEL,5,1
MIDLAND BEACH,4,0
APPLE STORE FIFTH AV,5,1
EPIPHANY LOWER SCHOOL,6,1
SAMUEL CITY HOUSES BUILDING 37,10,1
RICHMOND ENGINE CO 1 VOLUNTEER,10,0
HELEN MARSHALL PLAYGROUND BASKETBALL COURTS,10,0
BEANSPROUTS PRESCHOOL 454 6 AV,14,0
PS/MS 138 SUNRISE,10,0
WASHINGTON HEIGHTS CHILD CARE CENTER,7,1
BETSY HEAD POOL,5,0
STEBBINS AVE - HEWITT PLACE HOUSES BUILDING 2,14,0
GARVEY SCHOOL HUTCHINSON RIVER PARKWAY EAST,11,0
MORRIS II HOUSES BUILDING 14,10,0
NEWTOWN PLAYGROUND,5,0
SHORE PARK JEWISH CENTER,7,0
NEWCOMERS HIGH SCHOOL,6,0
BLOOMINGDALE LIBRARY,5,1
WASHINGTON SQUARE HOTEL,4,1
BKLYN BATTERY TUNNEL BLOWER BLDG,11,1
STRAUS HOUSES,5,1
LOCUST MANOR PLAYGROUND,7,0
PRINCESS BAY REFORMED CHURCH,9,0
PS 161 ARTHUR ASHE SCHOOL,10,0
HENRY HUDSON PARK (UPPER),8,0
REECE SCHOOL,4,1
PS 121 THROOP,8,0
PS 184 SHUANG WEN SCHOOL,12,1
ST PAUL & ST ANDREW UNITED METHODIST CHURCH,10,1
PO EDWARD BYRNE PK BASKETBALL CT,10,0
CITIGROUP CENTER BUILDING,7,1
BARNARD COLLEGE,5,1
FDNY EMS DIVISION 1 HQ,8,1
ST ALBANS SCHOOL,5,1
RIVERSIDE DR OV W158 ST AMTRAK,14,1
JACOB K JAVITS FEDERAL OFFICE BUILDING,9,1
ARMSTRONG I HOUSES BUILDING 1,9,0
MANHATTAN BIBLE INSTITUTE,7,1
BRITISH CONSULATE,5,1
ST THOMAS LIBERAL CATHOLIC CHURCH,8,1
CARVER HOUSES BUILDING 10,9,1
THURSBY BASIN PARK,6,0
MARKHAM GARDENS BUILDING 25,9,0
BOSTON SECOR HOUSES GARAGE,8,0
BRONX PARK,4,0
AFFINIA MANHATTAN HOTEL,9,1
ST IRENE OF CHRYSOVALANTOU DAY CARE CENTER,14,0
COSTCO WHOLESALE VERNON BLVD,10,0
HIGHBRIDGE DAYCARE CENTER NELSON AV,8,0
OCTAGON BUILDING,4,1
LI BAPTIST HOUSES BUILDING 1,10,0
FORT TRYON PARK ANNE LOFTUS RESTROOMS,11,1
PS 333 MANHATTAN SCHOOL FOR CHILDREN,13,1
PS 4 DUKE ELLINGTON,7,1
MADISON YORK ASSISTED LIVING CORONA,9,0
TISCH CHILDRENS ZOO PIGS EXHIBIT,11,1
HRD RAMP TO GWB OVER HRD SB,12,1
CAROUSEL FOR ALL CHILDREN,7,0
ST JOHNS UNIVERSITY SPELLMAN HALL,9,0
GUYANA MISSION TO UN,6,1
FLUSHING FIELDS HANDBALL COURT,7,0
EAST RIVER ESPLANADE AT E 37 STREET,12,1
PHIPPS GARDEN APARTMENTS,7,0
METRO NORTH PLAZA BUILDING 3,8,1
RIIS 2 HOUSES BUILDING 18,11,1
SARDIS WEST,5,1
HARLEM PREP ELEMENTARY SCHOOL,8,1
SOUTH PACIFIC PLAYGROUND,5,0
SWEDISH TRADE COMMISSIONER,7,1
INSTITUTE FOR BASIC RESEARCH IN DEVELOPMENTAL DISABILITIES,11,0
BLAKE HOBBS PARK,6,1
JEFFERSON HOUSES BUILDING 13,9,1
PS 89 ELMHURST,9,0
BROWNSTONES HOUSES BUILDING 12,10,1
PARK AVENUE SB OVER E   45 ST,10,1
AMBROSE CHANNEL RANGE LIGHTHOUSE,10,0
PLEASANT PLAINS PLAZA,8,0
BMCC BOROUGH OF MANHATTAN COMMUNITY COLLEGE,12,1
RIIS 2 HOUSES BUILDING 14,11,1
EPIPHANY LUTHERAN CHURCH LAURELTON,12,0
COOPER PARK HOUSES BUILDING 4,9,0
CORSI HOUSES COMMUNITY CENTER,7,1
QUEENS COLLEGE G BUILDING,6,0
PS 143 ANNEX,7,1
CYNTHIA JENKINS SCHOOL,8,0
USTA TENNIS COURT 17,9,0
ENGINE 10 LADDER 10,11,1
COURTYARD MARRIOTT HOTEL JFK AIRPORT,11,0
PARK AVE SYNAGOGUE,6,1
PS 56 NORWOOD HEIGHTS,9,0
SPORTIME RANDALLS ISLAND TENNIS CENTER,10,1
CNTRL PK W DR OV STREAM TO LAKE,10,1
MS 266 PARK PLACE COMMUNITY MIDDLE SCHOOL,11,0
ELM YORK ASSISTED LIVING,6,0
SOUTH BEACH HOUSES,5,0
CATHOLIC KOLPING SOCIETY KOLPING ON CONCOURSE FACILITY,13,0
PS 256 ANNEX,7,0
PROSPECT FAMILY SUPPORT CENTER,6,0
NEW YORK THEOLOGICAL SEMINARY,7,1
MARINE AVIATION PIER 10,9,0
MORAVIAN CEMETERY,7,0
